Label,CopyFileA,CopyFileW,CreateDirectoryW,DeleteFileW,DeviceIoControl,FindFirstFileExW,GetFileAttributesExW,GetFileAttributesW,GetFileInformationByHandle,GetFileInformationByHandleEx,GetFileSize,GetFileSizeEx,GetFileType,GetFileVersionInfoExW,GetFileVersionInfoSizeExW,GetFileVersionInfoSizeW,GetFileVersionInfoW,GetShortPathNameW,GetSystemDirectoryA,GetSystemDirectoryW,GetSystemTimeAsFileTime,GetSystemWindowsDirectoryA,GetSystemWindowsDirectoryW,GetTempPathW,GetVolumeNameForVolumeMountPointW,GetVolumePathNamesForVolumeNameW,GetVolumePathNameW,InternetReadFile,MoveFileWithProgressW,NtCreateFile,NtDeviceIoControlFile,NtOpenDirectoryObject,NtOpenFile,NtQueryAttributesFile,NtQueryDirectoryFile,NtQueryInformationFile,NtReadFile,NtSetInformationFile,NtWriteFile,RemoveDirectoryA,RemoveDirectoryW,SearchPathW,SetEndOfFile,SetFileAttributesW,SetFileInformationByHandle,SetFilePointer,SetFilePointerEx,SetFileTime,SUMMARY_DIRECTORY_CREATED,SUMMARY_DIRECTORY_ENUMERATED,SUMMARY_DIRECTORY_REMOVED,SUMMARY_FILE_COPIED,SUMMARY_FILE_CREATED,SUMMARY_FILE_DELETED,SUMMARY_FILE_EXISTS,SUMMARY_FILE_FAILED,SUMMARY_FILE_MOVED,SUMMARY_FILE_OPENED,SUMMARY_FILE_READ,SUMMARY_FILE_RECREATED,SUMMARY_FILE_WRITTEN,URLDownloadToFileW,FindFirstFileExA,NtQueryFullAttributesFile
Goodware,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
Goodware,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
Goodware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goodware,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0
Goodware,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,1,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0
Goodware,0,0,296,16,7,11,3,5689,10,20,86,21,27,0,0,2,2,0,4,5,348,3,1722,0,4,8,0,0,0,2087,0,0,3611,26,285,1794,741,1717,3194,3,0,12,1716,2,0,3529,1,1715,296,9,3,0,1730,16,3763,165,0,1816,47,1,1731,0,0,0
Goodware,0,0,44,2,0,10,3,100,0,11,16,11,11,0,0,0,0,0,0,6,94,0,8,1,4,8,0,0,0,131,13,0,139,4,109,156,2767,9,4256,0,0,7,0,1,0,103,1,10,9,10,0,0,24,2,36,3,0,40,19,2,23,1,0,0
Goodware,0,1,11463,0,0,3048,2,112,0,8,26,8,1,0,0,0,0,0,3,10,58,0,20,1,6,16,0,0,1,3244,2,0,11,2,32,9,278,0,3318,0,0,3,0,2876,0,18,0,2877,194,2892,0,1,2878,0,34,302,1,33,24,1,2878,0,0,0
Goodware,0,0,9,0,0,0,0,10,0,0,22,0,0,0,0,1,1,0,2,5,17,0,4,0,0,0,0,0,0,161,12,26,146,2,0,145,3533,145,1773,4,0,0,145,0,0,610,0,145,5,0,4,0,147,0,6,2,0,148,2,1,147,0,0,0
Goodware,0,0,48,35,24,120,10,6914,0,20,8,20,16,0,0,13,1,0,0,41,714,0,18,3,11,16,3,0,0,6948,13,0,35,8,224,31,2873,0,1189,0,2,0,0,33,0,616,2,26,9,59,2,0,36,34,67,13,0,38,19,5,31,0,0,0
Goodware,0,0,390,0,0,1227,0,0,0,0,0,0,3,0,0,13,46,2,2,1,6,0,2,9,0,0,0,0,0,184,0,0,223,612,0,116,289,64,298,0,0,0,0,0,0,156,0,55,19,79,0,0,65,0,0,52,0,116,54,6,61,0,0,0
Goodware,0,0,10,0,20,0,0,197,0,29,318,18,0,2,2,0,0,0,0,8,433,0,1,0,0,0,0,0,0,285,0,0,242,104,110,177,60,43,17,0,0,39,0,0,0,7,40,0,4,0,0,0,1,0,59,8,0,142,35,0,2,0,0,0
Goodware,0,0,1,1,0,8,0,2,0,0,6,0,0,0,0,1,1,0,0,12,6,0,14,0,0,0,0,0,0,11,0,0,0,8,0,0,456,0,1,0,1,0,1,0,0,17,0,0,1,8,1,0,1,1,2,0,0,5,1,0,1,0,0,0
Goodware,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0
Goodware,0,0,1,0,9,0,16,50,0,26,2,28,0,14,14,2,2,0,0,7,303,0,3,0,4,8,0,0,0,217,0,1,25,44,136,12,52,3,1,0,0,19,0,0,0,0,0,0,1,0,0,0,0,0,36,10,0,93,26,0,1,0,0,0
Goodware,0,0,16,19,7,24,39,383,2,47,269,33,13,2,2,5,5,0,20,6,715,18,49,1,10,24,0,0,0,413,360,0,356,85,275,250,425,57,298,3,0,26,19,3,30,137,41,19,12,15,3,0,42,19,151,9,0,174,53,18,40,0,0,0
Goodware,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,1,28,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0,0,0
Goodware,0,0,62,10,2,7,12,3609,2,26,11,22,0,0,0,5,5,0,0,1055,216,0,2105,0,6,8,0,0,1043,1219,7,0,1066,18,96,6,1296,4,5038,0,0,4,1044,0,0,2149,0,1043,58,5,0,0,1051,10,2162,62,1043,76,29,2,1050,0,0,0
Goodware,0,0,10,0,16,0,4,62,0,17,326,13,0,14,14,2,2,0,0,7,226,0,1,0,4,8,0,0,0,226,0,1,48,93,77,24,39,3,16,0,0,41,0,0,0,0,0,0,5,0,0,0,0,0,26,6,0,101,21,0,1,0,0,0
Goodware,0,0,36,23,11,27,28,131,3,80,113,67,3,0,0,8,8,6,0,56,731,0,54,6,18,39,11,0,11,465,153,45,80,114,255,42,477,12,254,0,2,27,38,12,0,146,8,34,23,18,2,0,31,23,90,24,11,209,68,6,32,0,0,0
Goodware,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
Goodware,0,0,10,0,0,1,0,9,0,0,6,0,0,0,0,2,2,0,0,18,10,0,17,0,0,0,0,0,0,14,3,0,14,20,13,1,279,0,2,0,0,4,1,0,0,17,0,0,7,1,0,0,2,0,6,0,0,14,2,1,2,0,0,0
Goodware,0,0,1,2,0,7,0,10,0,1,2,1,6,0,0,0,0,0,0,13,28,0,7,3,4,8,0,0,0,21,0,0,3,4,9,2,56,0,6,0,0,6,0,0,0,77,8,1,1,5,0,0,3,2,7,0,0,14,5,1,3,0,0,0
Goodware,0,0,15,25,6,59,51,373,2,45,374,35,139,2,2,2,2,4,9,21,566,8,24,0,4,8,0,0,0,485,0,4,333,30,279,255,376,47,109,3,0,38,7,0,0,98,42,7,10,22,3,0,18,25,124,19,0,180,45,1,18,0,0,0
Goodware,0,0,27,28,5,23,66,535,5,42,7,35,8,0,0,3,3,0,93,8,271,92,102,4,4,8,0,0,0,311,0,0,212,18,196,117,1839,91,1801,3,0,4,92,1,0,4235,12,90,27,20,3,0,104,28,258,21,0,172,44,2,104,0,0,0
Goodware,0,0,12,0,26,0,16,253,0,39,904,31,0,16,16,2,2,0,0,10,593,0,3,1,4,8,0,0,0,433,0,1,418,153,239,238,95,43,16,0,0,56,0,0,0,7,40,0,5,0,0,0,0,0,83,15,0,185,42,0,1,0,0,0
Goodware,0,0,287,15,36,11,13,5884,3,87,420,46,0,2,2,2,2,0,1737,8,780,1736,1743,0,4,8,11,0,0,2384,0,0,3884,131,326,2037,721,1777,2766,3,0,47,1737,0,0,3577,41,1736,278,9,3,0,1746,15,3823,156,0,1932,67,1,1748,0,0,0
Goodware,0,0,1166,162,22,3088,1598,321,3,53,1082,32,1463,2,2,10,164,25,2,37,961,0,52,158,3,8,0,0,0,2045,449,1,1980,2298,550,1021,3550,371,2630,0,0,37,25,1,0,480,41,326,168,189,0,0,498,162,370,194,0,1001,526,21,498,0,0,4
Goodware,1,0,48,15,2,122,154,2079,2,28,13,29,17,0,0,4,4,0,655,6,1033,647,654,4,4,8,0,0,0,802,0,2,1304,6,90,657,7843,645,2708,3,0,4,646,2,0,1562,6855,645,47,48,3,1,657,15,1422,41,0,730,41,1,654,0,30,0
Goodware,0,0,62,11,6,28,7,1116,2,34,235,29,0,0,0,3,3,0,0,288,370,0,545,3,6,8,3,0,262,529,10,0,336,68,122,39,594,3,1325,0,2,21,263,0,0,546,0,262,51,18,2,0,271,11,637,55,262,117,31,2,271,0,0,0
Goodware,0,11,200,19,7,139,24,542,4,67,79,53,18,0,0,7,7,0,2,5,1165,0,66,5,8,16,0,2,1,855,67,26,340,536,631,326,1647,41,1250,2,0,41,4,41,25,227,5,84,46,44,2,9,113,17,178,14,1,181,66,3,106,0,0,0
Goodware,0,0,22,12,10,7,10,321,3,72,280,33,1,2,2,2,2,0,0,31,576,0,41,0,4,8,0,0,10,359,10,0,312,44,227,200,559,40,387,0,3,5,11,0,0,51,40,10,13,5,3,0,17,12,97,13,10,132,38,2,17,0,0,0
Goodware,0,53,35,70,46,12,40,591,22,101,276,61,0,0,0,1,1,10,0,15,772,0,12,8,9,24,14,0,35,741,6,0,253,180,371,124,1213,5,3816,0,4,67,0,5,0,43,5,9,23,11,4,53,98,65,229,21,35,201,51,1,98,0,0,0
Goodware,0,0,290,21,4,312,9,5575,10,18,86,21,299,0,0,2,2,0,1692,7,276,1691,1699,1,4,8,0,0,0,2310,0,0,3465,16,227,1769,10344,1692,2598,4,0,7,1692,2,1,22504,1,1691,290,309,4,0,1707,21,3727,157,0,2042,315,1,1708,0,0,0
Goodware,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
Goodware,0,0,12,0,44,23,9,245,0,85,319,41,0,2,2,0,0,0,0,27,840,0,5,1,4,8,2,0,0,538,0,0,294,168,494,211,128,46,21,0,0,107,0,0,0,11,44,0,5,10,0,0,2,0,78,9,0,172,56,0,3,0,0,0
Goodware,0,0,6,0,0,1,0,3,0,0,33,0,0,0,0,0,0,0,2,5,22,0,4,0,0,0,0,0,0,145,18,26,145,8,0,127,2935,127,1473,3,0,0,127,0,0,546,0,127,4,1,3,0,129,0,2,8,0,135,2,1,129,0,0,0
Goodware,0,0,13,4,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,3,2,0,2,4,3,8,0,0,0,14,0,0,0,2,0,0,458,0,226,0,0,0,0,0,0,18,0,2,5,0,0,0,5,4,2,1,0,5,2,0,4,0,0,0
Goodware,0,0,32,19,10,104,13,578,6,61,263,34,0,2,2,2,2,0,0,86,561,0,140,0,4,8,0,0,62,398,0,0,410,40,274,217,762,41,1121,0,0,5,64,0,0,154,41,62,24,99,0,0,71,19,226,13,62,158,39,0,69,0,0,0
Goodware,0,0,8,2,0,5,3,32,0,9,2,9,0,0,0,0,0,0,12,3,87,0,7,1,4,8,0,0,0,87,0,0,15,4,109,16,285,0,25,0,0,1,0,0,0,13,1,1,8,5,0,0,7,2,14,2,0,28,16,1,5,0,0,0
Goodware,0,0,14,9,10,12,13,310,3,52,261,37,0,2,2,3,3,0,11,4,541,10,18,1,4,8,11,0,0,327,0,0,318,20,270,221,234,48,105,0,0,5,9,0,0,49,41,8,10,10,0,0,16,9,93,7,0,141,38,3,16,0,0,0
Goodware,2,0,96,96,2,1012,1295,2553,195,78,1397,168,140,0,0,142,141,16,1,58,3094,0,114,16,18,42,7,0,12,5009,320,11,3884,71,698,2122,4401,26,2954,4,10,296,126,662,0,7396,46,436,82,534,11,2,503,87,1085,71,12,974,218,24,485,0,0,0
Goodware,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
Goodware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Goodware,0,0,5,0,1,358,6,10,1,27,7,22,16,0,0,4,4,0,1,4,151,0,14,3,4,8,0,0,0,228,0,0,235,288,279,107,1213,7,1097,4,0,5,1,0,0,524,3,28,5,53,2,0,35,0,11,36,0,104,34,0,34,0,0,4
Goodware,0,0,292,20,4,313,9,5579,10,18,104,21,300,0,0,2,2,0,1692,7,289,1691,1699,1,4,8,0,0,0,2337,0,0,3465,24,236,1769,10990,1692,2598,3,0,11,1692,2,1,24162,1,1691,291,310,3,0,1707,20,3729,159,0,2053,316,1,1708,0,0,0
Goodware,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,0,0,0,0,0,7,0,0,13,0,0,13,6528,0,1,0,0,0,0,0,0,6328,0,0,0,0,0,0,1,1,8,1,0,4,2,1,1,0,0,0
Goodware,0,0,0,2,7,912,0,8,0,0,2,1969,4,0,0,2,2,0,1,4,33,0,11,1,3,8,0,0,0,2117,771,0,5,1,1902,0,5,11,31,0,0,0,0,0,0,1,23,0,0,912,0,0,4,2,6,7,0,1978,4,12,7,0,0,0
Goodware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Goodware,0,0,308,16,33,11,13,5814,10,87,346,46,27,2,2,2,2,0,4,7,770,3,1727,0,4,8,5,0,0,2400,0,0,3723,112,457,1875,800,1762,3212,3,0,41,1721,2,0,3546,41,1720,302,9,3,0,1735,16,3803,173,0,1905,76,1,1736,0,0,0
Goodware,0,0,2,7,1,35,2965,58,0,0,25,0,21,0,0,12,8,2,1,5,34,0,37,11,0,0,1,0,0,228,135,0,223,9,140,35,33,5,1421,0,1,0,7,5,0,26,0,6,2,16,1,0,13,7,1001,68,0,29,8,3,14,0,0,0
Goodware,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
Goodware,2,0,64,2,2,2800,16,31,0,25,84,26,55,0,0,27,17,3,22,6,289,0,36,22,3,8,1,0,0,511,0,0,4617,2706,130,4040,10384,332,1107,115,0,4,6,0,0,831,1,124,33,148,14,2,154,2,30,150,0,348,74,6,147,0,0,4
Goodware,0,0,46,0,0,9,3,1309,0,11,9,11,0,0,0,2,2,0,420,2,99,419,425,0,4,8,0,0,0,505,0,0,908,8,115,491,427,417,773,0,0,4,420,0,0,868,1,419,46,7,0,0,424,0,892,27,0,456,22,0,423,0,0,0
Goodware,0,0,302,17,5,629,9,5779,10,20,119,21,296,0,0,2,2,0,1717,7,293,1716,1724,1,4,8,0,0,1,2361,0,0,3515,31,260,1794,3265,1717,2746,3,0,13,1717,2,1,4927,1,1716,300,396,3,0,1732,17,3788,163,1,2074,312,1,1733,0,0,0
Goodware,0,0,1,1,0,8,0,2,0,0,6,0,0,0,0,0,0,0,0,12,6,0,14,0,0,0,0,0,0,11,0,0,0,8,0,0,498,0,1,0,1,0,1,0,0,17,0,0,1,8,1,0,1,1,2,0,0,5,1,0,1,0,0,0
Goodware,0,0,1,0,8,0,16,47,0,23,1,25,0,14,14,2,2,0,0,5,268,0,3,0,4,8,0,0,0,201,0,1,25,43,129,12,46,0,0,0,0,19,0,0,0,0,0,0,1,0,0,0,0,0,35,10,0,88,23,0,0,0,0,0
Goodware,0,0,11,3,0,12,6,23,0,0,20,1,7,0,0,6,6,2,2,5,23,0,21,4,0,0,1,0,0,196,45,0,108,7,136,24,2480,0,1767,0,0,0,2,0,0,2999,0,6,5,6,0,0,9,3,13,63,0,24,10,3,9,0,0,0
Goodware,0,2,7,53,1,11,513,183,0,0,109,0,1,0,0,15,15,62,0,49,647,0,140,28,3,8,0,0,102,427,794,36,108,37,2,5,705,6,734,0,0,0,7,0,0,337,1,24,7,6,0,2,158,52,135,1,102,69,58,49,157,0,0,0
Goodware,0,0,18,9,76,7,9,80,2,28,8,21,1,0,0,2,2,0,12,6,180,10,20,1,6,8,0,0,0,159,10,5,76,19,82,23,321,10,119,3,0,5,10,0,0,42,2,8,14,5,3,0,16,9,45,34,0,78,24,2,15,0,0,0
Goodware,0,1,15,15,1,13,10,75,0,0,76,0,16,0,0,5,5,2,0,5,41,0,23,15,0,0,1,0,0,294,169,0,142,9,137,40,16183,4,16526,0,1,0,13,4,0,93,0,1,10,7,1,1,24,15,23,71,0,35,20,12,24,0,0,0
Goodware,0,0,10,0,15,1766,21,10,6,42,74,24,24,0,0,5,5,10,34,8,186,0,11,3,7,16,0,0,0,1007,0,0,1501,934,398,1291,29229,222,2158,3,0,33,0,0,0,725,2,143,10,213,2,0,164,0,25,157,0,245,109,2,159,0,0,4
Goodware,0,0,1,0,8,0,16,47,0,23,1,26,0,14,14,2,2,0,0,5,278,0,3,0,4,8,0,0,0,202,0,1,25,43,129,12,47,0,0,0,0,19,0,0,0,0,0,0,1,0,0,0,0,0,35,10,0,88,23,0,0,0,0,0
Goodware,0,0,1,2,0,1,0,3,0,0,0,0,0,0,0,6,6,0,0,3,1,0,1,0,0,0,0,0,2,4,0,0,0,0,2,0,0,0,17,0,1,0,0,1,0,1,0,0,1,1,1,0,3,2,3,0,2,1,0,0,2,0,0,0
Goodware,0,0,289,16,41,14,13,5997,3,92,414,47,0,4,4,3,2,0,1758,9,806,1757,1764,0,4,8,11,0,0,2414,0,0,4002,130,330,2106,740,1798,2837,3,0,45,1758,0,0,3619,41,1757,280,12,3,0,1767,16,3865,157,0,1954,68,1,1769,0,0,0
Goodware,0,0,1,0,8,0,16,47,0,22,1,24,0,14,14,2,2,0,0,5,273,0,3,0,4,8,0,0,0,202,0,1,25,43,131,12,45,0,0,0,0,19,0,0,0,0,0,0,1,0,0,0,0,0,35,10,0,89,23,0,0,0,0,0
Goodware,5,0,103,0,7,193,16,32,5,57,38,27,3,0,0,1,5,4,2,3,294,0,5,6,3,8,0,0,0,227,0,0,78,136,132,43,120,19,91,0,0,2,0,0,0,40,0,9,26,24,0,5,21,0,28,14,0,110,41,3,17,0,0,4
Goodware,0,0,40,26,22,228,38,589,4,115,357,108,8,2,2,12,12,19,18,96,1277,12,155,9,25,48,20,15,58,1182,76,0,407,119,1234,324,2846,72,469,3,3,100,104,33,61,2286,50,93,29,86,4,0,110,20,260,19,58,289,127,4,103,0,0,0
Goodware,0,0,8,2,0,5,3,34,0,9,2,9,0,0,0,0,0,0,12,3,87,0,7,1,4,8,0,0,0,103,0,0,70,4,109,86,302,15,25,0,0,1,0,0,0,14,1,2,8,5,0,0,8,2,15,3,0,29,17,1,6,0,0,0
Goodware,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Goodware,0,0,1,6,0,0,0,14,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,14,0,0,4,1,4,0,2,0,7,1,0,0,0,4,0,2,0,10,1,0,1,0,5,6,8,0,0,8,1,0,5,0,0,0
Goodware,0,0,11,0,24,0,7,82,0,34,380,28,0,16,16,2,2,0,0,7,352,0,1,0,4,8,0,0,0,329,0,1,106,112,128,62,72,3,16,0,0,48,0,0,0,0,0,0,5,0,0,0,0,0,35,8,0,136,38,0,1,0,0,0
Goodware,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0
Goodware,0,0,26,0,8,1609,10,228,4,75,265,33,0,2,2,3,2,0,1,5,579,0,4,0,4,8,0,0,0,750,0,0,737,2196,359,425,521,456,266,1,0,31,0,0,0,252,43,206,23,242,1,0,213,0,64,14,0,343,41,2,213,0,0,4
Goodware,0,0,2,11,1,33,215,67,0,0,42,0,20,0,0,12,8,10,7,5,42,0,33,11,0,0,1,0,0,262,209,1,232,9,140,37,136,1,362,0,1,0,3,4,0,46,0,9,2,16,1,0,16,11,82,68,0,33,16,11,17,0,0,0
Goodware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goodware,0,0,10,10,2,12,16,52,3,35,7,31,0,0,0,2,2,0,4,6,245,3,16,0,4,8,0,0,0,179,0,0,36,13,192,23,218,4,70,3,0,4,5,0,0,34,1,4,10,9,3,0,11,10,39,6,0,86,34,1,11,0,0,0
Goodware,0,0,37,18,10,31,28,178,4,85,58,74,8,2,2,4,4,19,29,27,605,15,42,7,15,32,14,0,0,418,51,0,89,34,308,90,381,44,143,3,0,15,40,18,18,203,41,26,26,19,3,0,31,18,88,12,0,149,54,11,26,0,0,0
Goodware,0,0,12,0,0,9,0,12,0,0,6,0,0,0,0,1,1,0,0,19,16,0,17,0,0,0,0,0,0,14,3,0,14,12,13,1,547,0,2,0,0,4,1,0,0,17,0,0,8,9,0,0,2,0,8,0,0,14,2,1,2,0,0,0
Goodware,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,1,1,1,0,578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Goodware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goodware,0,0,6,50,3,35,1443,120,1,9,2122,11,159,0,0,2,2,0,0,3,930,0,14,10,14,8,4,0,5,322,64,0,62,4,116,26,761,1,728,0,0,0,0,0,0,18,306,1,6,23,0,0,17,13,33,11,3,36,21,3,16,0,0,0
Goodware,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Goodware,0,0,293,20,7,352,9,5556,10,33,133,34,339,0,0,2,2,0,1682,7,378,1681,1689,1,4,8,0,0,0,2469,0,0,3450,71,268,1759,33851,1682,2567,3,0,27,1682,2,1,80241,1,1681,290,349,3,0,1697,20,3711,189,0,2122,369,1,1698,0,0,0
Goodware,0,0,1,0,8,0,16,47,0,23,1,25,0,14,14,2,2,0,0,5,280,0,3,0,4,8,0,0,0,203,0,1,25,43,131,12,46,0,0,0,0,19,0,0,0,0,0,0,1,0,0,0,0,0,35,10,0,89,23,0,0,0,0,0
Goodware,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
Goodware,0,0,0,2,0,10,0,11,0,1,0,1,6,0,0,0,0,0,0,1,28,0,8,3,4,8,0,0,0,18,0,0,4,3,7,3,58,0,5,0,0,6,0,0,0,77,8,1,0,8,0,0,3,2,8,0,0,13,5,1,3,0,0,0
Goodware,0,0,56,17,10,16,320,1942,51,68,429,34,101,2,2,3,3,0,0,260,575,0,454,0,4,8,8,0,434,1359,12,0,819,38,309,265,5060,331,4404,0,3,5,436,0,0,906,328,435,49,12,3,0,442,17,1027,138,434,320,216,2,443,0,0,0
Goodware,0,1,27,24,0,39,86,75,5,0,81,5,25,0,0,17,17,20,0,118,7610,0,260,28,6,16,2,0,0,524,218,2,321,20,272,75,7247,6,7100,0,1,0,9,1,0,151,0,17,9,17,1,1,58,24,43,63,0,47,29,19,56,0,0,0
Goodware,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0
Goodware,0,0,10,0,23,0,5,136,0,23,378,17,0,14,14,2,2,0,0,7,312,0,1,0,4,8,0,0,0,284,0,1,164,121,99,101,53,3,16,0,0,51,0,0,0,0,0,0,5,0,0,0,0,0,47,9,0,141,30,0,1,0,0,0
Goodware,0,0,22,13,5,10,12,194,3,51,47,33,0,2,2,5,5,0,0,25,380,0,29,1,4,8,7,0,4,288,25,0,38,29,212,10,612,0,870,0,2,5,5,0,0,32,0,4,16,8,2,0,11,13,54,9,4,92,33,2,11,0,0,0
Goodware,0,0,15,13,5,7,10,305,3,52,252,33,0,0,0,2,2,0,25,2,483,23,30,0,4,8,10,0,0,303,0,0,299,17,191,191,892,22,648,2,0,5,22,0,0,89,1,21,12,5,2,0,29,13,121,8,0,149,39,2,30,0,0,0
Goodware,0,0,0,2,0,0,0,8,0,1,0,1,6,0,0,0,0,0,0,1,33,0,6,3,4,8,0,0,0,18,0,0,12,8,15,9,64,8,5,0,0,3,0,0,0,89,8,1,0,0,0,0,3,2,5,0,0,17,5,1,3,0,0,0
Goodware,0,0,299,18,4,677,9,5770,10,17,86,20,344,0,0,2,2,0,1717,5,212,1716,1724,1,4,8,0,0,1,2398,0,0,3511,13,236,1794,66711,1717,2746,4,0,8,1717,2,1,147277,1,1716,299,444,4,0,1732,18,3784,197,1,2108,359,1,1733,0,0,0
Goodware,0,0,48,0,0,9,3,1368,0,11,9,11,0,0,0,2,2,0,439,2,99,438,444,0,4,8,0,0,0,524,0,0,945,8,115,509,425,435,794,0,0,4,439,0,0,906,1,437,48,7,0,0,443,0,932,29,0,474,22,0,442,0,0,0
Goodware,0,0,9,2,7,13,1,23,0,4,0,10,4,0,0,6,6,0,2,13,66,0,7,3,12,8,0,0,0,67,0,0,13,9,165,13,47,0,11,0,1,6,0,0,0,21,10,0,8,10,1,0,1,2,22,4,0,34,10,4,1,0,0,0
