Label,CopyFileA,CopyFileW,CreateDirectoryW,DeleteFileW,DeviceIoControl,FindFirstFileExW,GetFileAttributesExW,GetFileAttributesW,GetFileInformationByHandle,GetFileInformationByHandleEx,GetFileSize,GetFileSizeEx,GetFileType,GetFileVersionInfoExW,GetFileVersionInfoSizeExW,GetFileVersionInfoSizeW,GetFileVersionInfoW,GetShortPathNameW,GetSystemDirectoryA,GetSystemDirectoryW,GetSystemTimeAsFileTime,GetSystemWindowsDirectoryA,GetSystemWindowsDirectoryW,GetTempPathW,GetVolumeNameForVolumeMountPointW,GetVolumePathNamesForVolumeNameW,GetVolumePathNameW,InternetReadFile,MoveFileWithProgressW,NtCreateFile,NtDeviceIoControlFile,NtOpenDirectoryObject,NtOpenFile,NtQueryAttributesFile,NtQueryDirectoryFile,NtQueryInformationFile,NtReadFile,NtSetInformationFile,NtWriteFile,RemoveDirectoryA,RemoveDirectoryW,SearchPathW,SetEndOfFile,SetFileAttributesW,SetFileInformationByHandle,SetFilePointer,SetFilePointerEx,SetFileTime,SUMMARY_DIRECTORY_CREATED,SUMMARY_DIRECTORY_ENUMERATED,SUMMARY_DIRECTORY_REMOVED,SUMMARY_FILE_COPIED,SUMMARY_FILE_CREATED,SUMMARY_FILE_DELETED,SUMMARY_FILE_EXISTS,SUMMARY_FILE_FAILED,SUMMARY_FILE_MOVED,SUMMARY_FILE_OPENED,SUMMARY_FILE_READ,SUMMARY_FILE_RECREATED,SUMMARY_FILE_WRITTEN,URLDownloadToFileW,FindFirstFileExA,NtQueryFullAttributesFile
Goodware,0.0,0.0,239.0,13.0,48.0,733.0,37.0,1270.0,6.0,103.0,366.0,89.0,15.0,4.0,4.0,2.0,2.0,19.0,12.0,34.0,1122.0,12.0,37.0,8.0,22.0,8.0,11.0,0.0,2.0,1222.0,51.0,0.0,440.0,241.0,485.0,359.0,1577.0,139.0,782.0,0.0,1.0,0.0,35.0,41.0,0.0,483.0,123.0,241.0,56.0,197.0,1.0,0.0,235.0,13.0,355.0,31.0,2.0,345.0,73.0,28.0,231.0,0.0,0.0,0.0
Goodware,0.0,0.0,110.0,0.0,16.0,686.0,19.0,282.0,13.0,82.0,256.0,42.0,9.0,2.0,2.0,2.0,2.0,0.0,299.0,6.0,628.0,298.0,303.0,0.0,4.0,8.0,0.0,0.0,0.0,687.0,0.0,0.0,962.0,4.0,317.0,543.0,350.0,343.0,474.0,3.0,0.0,16.0,297.0,0.0,0.0,625.0,43.0,298.0,107.0,61.0,3.0,0.0,310.0,0.0,91.0,88.0,0.0,456.0,54.0,1.0,311.0,0.0,0.0,0.0
Goodware,0.0,2.0,45.0,38.0,4.0,21.0,7.0,340.0,0.0,31.0,16.0,19.0,2.0,0.0,0.0,16.0,10.0,12.0,1.0,12.0,260.0,1.0,12.0,2.0,4.0,8.0,2.0,0.0,2.0,326.0,4.0,1.0,93.0,47.0,283.0,62.0,387.0,0.0,2661.0,3.0,1.0,49.0,109.0,108.0,0.0,355.0,7.0,107.0,41.0,13.0,4.0,2.0,118.0,9.0,143.0,3.0,2.0,105.0,51.0,1.0,115.0,0.0,0.0,0.0
Goodware,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Goodware,0.0,0.0,84.0,22.0,45.0,32.0,28.0,1087.0,5.0,0.0,296.0,72.0,8.0,4.0,4.0,6.0,5.0,19.0,243.0,31.0,858.0,241.0,262.0,7.0,18.0,8.0,9.0,0.0,0.0,967.0,60.0,0.0,759.0,140.0,345.0,460.0,1114.0,271.0,624.0,2.0,0.0,57.0,264.0,18.0,0.0,859.0,41.0,250.0,68.0,20.0,2.0,0.0,257.0,22.0,617.0,99.0,0.0,458.0,72.0,12.0,253.0,0.0,0.0,0.0
Goodware,0.0,0.0,3.0,3.0,0.0,19.0,70.0,38.0,0.0,0.0,47.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,1.0,0.0,6.0,0.0,40.0,19.0,0.0,1.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,17.0,0.0,0.0,4.0,3.0,53.0,8.0,0.0,23.0,1.0,1.0,1.0,0.0,0.0,0.0
Goodware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Goodware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goodware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goodware,0.0,0.0,0.0,4.0,0.0,160.0,4.0,65.0,0.0,0.0,65.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,20.0,13.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,90.0,15.0,2.0,1.0,6.0,0.0,19.0,11.0,0.0,131.0,0.0,0.0,33.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,5.0,4.0,58.0,8.0,0.0,59.0,2.0,1.0,2.0,0.0,0.0,0.0
Goodware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
