Label,CopyFileA,CopyFileW,CreateDirectoryW,DeleteFileW,DeviceIoControl,FindFirstFileExW,GetFileAttributesExW,GetFileAttributesW,GetFileInformationByHandle,GetFileInformationByHandleEx,GetFileSize,GetFileSizeEx,GetFileType,GetFileVersionInfoExW,GetFileVersionInfoSizeExW,GetFileVersionInfoSizeW,GetFileVersionInfoW,GetShortPathNameW,GetSystemDirectoryA,GetSystemDirectoryW,GetSystemTimeAsFileTime,GetSystemWindowsDirectoryA,GetSystemWindowsDirectoryW,GetTempPathW,GetVolumeNameForVolumeMountPointW,GetVolumePathNamesForVolumeNameW,GetVolumePathNameW,InternetReadFile,MoveFileWithProgressW,NtCreateFile,NtDeviceIoControlFile,NtOpenDirectoryObject,NtOpenFile,NtQueryAttributesFile,NtQueryDirectoryFile,NtQueryInformationFile,NtReadFile,NtSetInformationFile,NtWriteFile,RemoveDirectoryA,RemoveDirectoryW,SearchPathW,SetEndOfFile,SetFileAttributesW,SetFileInformationByHandle,SetFilePointer,SetFilePointerEx,SetFileTime,SUMMARY_DIRECTORY_CREATED,SUMMARY_DIRECTORY_ENUMERATED,SUMMARY_DIRECTORY_REMOVED,SUMMARY_FILE_COPIED,SUMMARY_FILE_CREATED,SUMMARY_FILE_DELETED,SUMMARY_FILE_EXISTS,SUMMARY_FILE_FAILED,SUMMARY_FILE_MOVED,SUMMARY_FILE_OPENED,SUMMARY_FILE_READ,SUMMARY_FILE_RECREATED,SUMMARY_FILE_WRITTEN,URLDownloadToFileW,FindFirstFileExA,NtQueryFullAttributesFile,activite_fichier,activite_reseau,activite_systeme,activite_volume,modifie_fichiers,presence_reseau,chiffre_fichiers,manipule_systeme,score_suspicion,ratio_fichier_total,ratio_reseau_total,ratio_systeme_total,ratio_fichier_systeme
Goodware,0.0,0.0,15.0,0.0,8.0,42.0,16.0,258.0,3.0,56.0,275.0,34.0,3.0,2.0,2.0,2.0,2.0,0.0,1.0,4.0,551.0,0.0,6.0,0.0,4.0,8.0,0.0,0.0,0.0,324.0,0.0,0.0,321.0,125.0,268.0,229.0,217.0,49.0,26.0,2.0,0.0,7.0,0.0,0.0,0.0,33.0,42.0,4.0,10.0,18.0,2.0,0.0,14.0,0.0,68.0,18.0,0.0,138.0,42.0,1.0,14.0,0.0,0.0,0.0,2682.0,0.0,570.0,12.0,1,0,1,1,3,0.8214395099540582,0.0,0.17457886676875958,4.697022767075307
Goodware,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,2.0,0.0,0,0,0,1,1,0.9594594594594594,0.0,0.02702702702702703,23.666666666666668
Goodware,0.0,0.0,71.0,2.0,0.0,5.0,7.0,586.0,0.0,28.0,25.0,10.0,28.0,0.0,0.0,11.0,11.0,0.0,0.0,8.0,142.0,0.0,7.0,1.0,8.0,16.0,0.0,0.0,4.0,453.0,0.0,0.0,390.0,5.0,465.0,375.0,2952.0,39.0,2247.0,0.0,0.0,1.0,0.0,214.0,0.0,420.0,1.0,245.0,22.0,5.0,0.0,0.0,256.0,2.0,271.0,7.0,4.0,292.0,27.0,3.0,251.0,0.0,0.0,0.0,9735.0,0.0,158.0,24.0,1,0,1,1,3,0.9815486993345433,0.0,0.01593063117564025,61.22641509433962
Goodware,0.0,0.0,23.0,0.0,6.0,742.0,15.0,32.0,5.0,48.0,55.0,26.0,94.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,266.0,0.0,76.0,2.0,4.0,8.0,0.0,0.0,0.0,378.0,0.0,0.0,215.0,694.0,150.0,41.0,1361.0,113.0,653.0,8.0,0.0,13.0,1.0,0.0,0.0,192.0,2.0,83.0,22.0,141.0,8.0,0.0,93.0,0.0,27.0,13.0,0.0,158.0,37.0,0.0,93.0,0.0,0.0,0.0,5536.0,0.0,355.0,12.0,1,0,1,1,3,0.9376693766937669,0.0,0.060128726287262874,15.55056179775281
Goodware,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,5.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,14.0,0.0,0,0,1,1,2,0.8920863309352518,0.0,0.10071942446043165,8.266666666666667
Goodware,0.0,0.0,1072.0,2.0,0.0,6.0,3.0,1752.0,0.0,9.0,2.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,286.0,0.0,8.0,1.0,4.0,8.0,0.0,0.0,0.0,554.0,0.0,0.0,176.0,2.0,109.0,59.0,2927.0,0.0,2711.0,0.0,0.0,0.0,0.0,1.0,0.0,301.0,1.0,287.0,106.0,6.0,0.0,0.0,291.0,2.0,323.0,1.0,0.0,128.0,18.0,2.0,288.0,0.0,0.0,0.0,11151.0,0.0,299.0,12.0,1,0,1,1,3,0.9727819942423449,0.0,0.026083922184419437,37.17
Goodware,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,2.0,0.0,0,0,0,1,1,0.8709677419354839,0.0,0.06451612903225806,9.0
Goodware,0.0,0.0,1.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,10.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,103.0,0.0,9.0,0.0,1,0,1,1,3,0.911504424778761,0.0,0.07964601769911504,10.3
Goodware,0.0,0.0,0.0,8.0,286.0,0.0,4.0,61.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,19.0,129.0,0.0,31.0,4.0,0.0,0.0,0.0,0.0,0.0,217.0,283.0,1.0,67.0,26.0,29.0,27.0,122.0,0.0,30.0,0.0,0.0,31.0,2.0,0.0,0.0,42.0,0.0,4.0,0.0,0.0,0.0,0.0,8.0,8.0,21.0,11.0,0.0,51.0,13.0,10.0,9.0,0.0,0.0,0.0,871.0,0.0,752.0,0.0,1,0,1,1,3,0.536,0.0,0.46276923076923077,1.156706507304117
Goodware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,1,0.0,0.0,0.5,0.0
Goodware,0.0,0.0,14.0,6.0,30.0,128.0,23.0,3092.0,6.0,107.0,66.0,52.0,4.0,0.0,0.0,2.0,2.0,0.0,867.0,35.0,1270.0,0.0,20.0,128.0,8.0,16.0,13.0,0.0,0.0,796.0,0.0,0.0,167.0,95.0,624.0,138.0,1929.0,8.0,135.0,1.0,0.0,73.0,0.0,9.0,0.0,97.0,4.0,15.0,10.0,51.0,1.0,0.0,26.0,6.0,69.0,32.0,0.0,133.0,53.0,1.0,24.0,0.0,0.0,0.0,7999.0,0.0,2350.0,37.0,1,0,1,1,3,0.7700972369307788,0.0,0.22624434389140272,3.402381965121225
Goodware,0.0,0.0,1.0,0.0,8.0,0.0,16.0,49.0,0.0,23.0,2.0,25.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,6.0,297.0,0.0,3.0,0.0,4.0,8.0,0.0,0.0,0.0,212.0,0.0,1.0,25.0,47.0,136.0,12.0,48.0,3.0,1.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,35.0,10.0,0.0,91.0,25.0,0.0,1.0,0.0,0.0,0.0,788.0,0.0,314.0,12.0,0,0,1,1,2,0.7060931899641577,0.0,0.28136200716845877,2.5015873015873016
Goodware,0.0,0.0,75.0,17.0,3.0,11.0,18.0,1244.0,3.0,39.0,8.0,33.0,0.0,0.0,0.0,2.0,2.0,0.0,381.0,2.0,271.0,380.0,387.0,0.0,4.0,8.0,0.0,0.0,0.0,570.0,0.0,0.0,781.0,8.0,196.0,401.0,408.0,379.0,498.0,3.0,0.0,4.0,379.0,0.0,0.0,792.0,1.0,378.0,75.0,9.0,3.0,0.0,388.0,17.0,854.0,70.0,0.0,462.0,40.0,1.0,388.0,0.0,0.0,0.0,8557.0,0.0,1424.0,12.0,1,0,1,1,3,0.8562137282369422,0.0,0.14248549129477686,6.004912280701754
Goodware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,1,1,0.3333333333333333,0.0,0.3333333333333333,0.5
Goodware,0.0,0.0,9.0,11.0,3.0,145.0,12.0,177.0,2.0,41.0,9.0,35.0,0.0,0.0,0.0,3.0,3.0,0.0,7.0,3.0,256.0,6.0,14.0,0.0,4.0,8.0,0.0,0.0,0.0,189.0,0.0,0.0,31.0,16.0,190.0,23.0,295.0,4.0,287.0,3.0,0.0,5.0,5.0,0.0,0.0,35.0,1.0,4.0,9.0,13.0,3.0,0.0,11.0,11.0,34.0,5.0,0.0,81.0,35.0,1.0,11.0,0.0,0.0,0.0,1749.0,0.0,289.0,12.0,1,0,1,1,3,0.8527547537786445,0.0,0.1409068746952706,6.031034482758621
Goodware,0.0,0.0,21.0,36.0,19.0,6.0,12.0,839.0,3.0,35.0,325.0,24.0,0.0,2.0,2.0,3.0,3.0,0.0,0.0,209.0,446.0,0.0,411.0,0.0,4.0,8.0,0.0,0.0,200.0,551.0,0.0,0.0,540.0,110.0,127.0,265.0,573.0,51.0,446.0,0.0,3.0,40.0,225.0,0.0,0.0,485.0,40.0,224.0,14.0,4.0,3.0,0.0,232.0,36.0,478.0,15.0,200.0,166.0,44.0,2.0,234.0,0.0,0.0,0.0,6619.0,0.0,1085.0,12.0,1,0,1,1,3,0.8577167292989504,0.0,0.14059867824284047,6.094843462246777
Goodware,0.0,0.0,31.0,14.0,22.0,14.0,15.0,568.0,3.0,58.0,329.0,40.0,6.0,2.0,2.0,3.0,3.0,0.0,0.0,117.0,674.0,0.0,222.0,0.0,4.0,8.0,0.0,0.0,105.0,550.0,0.0,0.0,359.0,116.0,304.0,186.0,478.0,43.0,404.0,0.0,3.0,42.0,107.0,0.0,0.0,265.0,41.0,106.0,24.0,12.0,3.0,0.0,114.0,14.0,308.0,20.0,105.0,195.0,65.0,1.0,115.0,0.0,0.0,0.0,5173.0,0.0,1035.0,12.0,1,0,1,1,3,0.8315383378877994,0.0,0.1663719659218775,4.993243243243243
Goodware,0.0,0.0,12.0,4.0,4.0,26.0,10.0,119.0,1.0,35.0,69.0,28.0,49.0,0.0,0.0,3.0,3.0,4.0,0.0,7.0,462.0,0.0,21.0,7.0,4.0,8.0,0.0,0.0,4.0,302.0,220.0,0.0,106.0,5.0,207.0,51.0,135.0,3.0,54.0,0.0,0.0,1.0,2.0,2.0,0.0,70.0,1.0,2.0,11.0,13.0,0.0,0.0,12.0,4.0,49.0,14.0,4.0,81.0,34.0,13.0,16.0,0.0,0.0,0.0,1559.0,0.0,721.0,12.0,1,0,1,1,3,0.6798953336240733,0.0,0.31443523767989534,2.1592797783933517
Goodware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,2.0,0.0,0,0,0,1,1,0.7857142857142857,0.0,0.14285714285714285,3.6666666666666665
Goodware,0.0,0.0,0.0,6.0,1.0,0.0,0.0,42.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,6.0,75.0,0.0,18.0,3.0,0.0,0.0,1.0,0.0,0.0,63.0,230.0,0.0,54.0,18.0,20.0,1.0,82.0,0.0,23.0,0.0,0.0,0.0,2.0,0.0,0.0,33.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,6.0,3.0,9.0,0.0,25.0,11.0,7.0,7.0,0.0,0.0,0.0,449.0,0.0,335.0,1.0,1,0,1,1,3,0.5712468193384224,0.0,0.4262086513994911,1.3363095238095237
Goodware,0.0,0.0,239.0,13.0,48.0,733.0,37.0,1270.0,6.0,103.0,366.0,89.0,15.0,4.0,4.0,2.0,2.0,19.0,12.0,34.0,1122.0,12.0,37.0,8.0,22.0,8.0,11.0,0.0,2.0,1222.0,51.0,0.0,440.0,241.0,485.0,359.0,1577.0,139.0,782.0,0.0,1.0,0.0,35.0,41.0,0.0,483.0,123.0,241.0,56.0,197.0,1.0,0.0,235.0,13.0,355.0,31.0,2.0,345.0,73.0,28.0,231.0,0.0,0.0,0.0,10640.0,0.0,1324.0,41.0,1,0,1,1,3,0.8862235548892221,0.0,0.11027819423621522,8.030188679245283
Goodware,0.0,0.0,110.0,0.0,16.0,686.0,19.0,282.0,13.0,82.0,256.0,42.0,9.0,2.0,2.0,2.0,2.0,0.0,299.0,6.0,628.0,298.0,303.0,0.0,4.0,8.0,0.0,0.0,0.0,687.0,0.0,0.0,962.0,4.0,317.0,543.0,350.0,343.0,474.0,3.0,0.0,16.0,297.0,0.0,0.0,625.0,43.0,298.0,107.0,61.0,3.0,0.0,310.0,0.0,91.0,88.0,0.0,456.0,54.0,1.0,311.0,0.0,0.0,0.0,7951.0,0.0,1550.0,12.0,1,0,1,1,3,0.8357157872608787,0.0,0.16291780533949968,5.126370083816893
Goodware,0.0,2.0,45.0,38.0,4.0,21.0,7.0,340.0,0.0,31.0,16.0,19.0,2.0,0.0,0.0,16.0,10.0,12.0,1.0,12.0,260.0,1.0,12.0,2.0,4.0,8.0,2.0,0.0,2.0,326.0,4.0,1.0,93.0,47.0,283.0,62.0,387.0,0.0,2661.0,3.0,1.0,49.0,109.0,108.0,0.0,355.0,7.0,107.0,41.0,13.0,4.0,2.0,118.0,9.0,143.0,3.0,2.0,105.0,51.0,1.0,115.0,0.0,0.0,0.0,5766.0,0.0,296.0,14.0,1,0,1,1,3,0.9486673247778875,0.0,0.04870023033892728,19.414141414141415
Goodware,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,7.0,0.0,0,0,0,1,1,0.6190476190476191,0.0,0.3333333333333333,1.625
Goodware,0.0,0.0,84.0,22.0,45.0,32.0,28.0,1087.0,5.0,0.0,296.0,72.0,8.0,4.0,4.0,6.0,5.0,19.0,243.0,31.0,858.0,241.0,262.0,7.0,18.0,8.0,9.0,0.0,0.0,967.0,60.0,0.0,759.0,140.0,345.0,460.0,1114.0,271.0,624.0,2.0,0.0,57.0,264.0,18.0,0.0,859.0,41.0,250.0,68.0,20.0,2.0,0.0,257.0,22.0,617.0,99.0,0.0,458.0,72.0,12.0,253.0,0.0,0.0,0.0,9723.0,0.0,1747.0,35.0,1,0,1,1,3,0.8450373718060142,0.0,0.15183382583000174,5.562356979405035
Goodware,0.0,0.0,3.0,3.0,0.0,19.0,70.0,38.0,0.0,0.0,47.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,1.0,0.0,6.0,0.0,40.0,19.0,0.0,1.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,17.0,0.0,0.0,4.0,3.0,53.0,8.0,0.0,23.0,1.0,1.0,1.0,0.0,0.0,0.0,475.0,0.0,12.0,0.0,0,0,1,1,2,0.9713701431492843,0.0,0.024539877300613498,36.53846153846154
Goodware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,2.0,0.0,0,0,0,1,1,0.8571428571428571,0.0,0.09523809523809523,6.0
Goodware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0,0,0,1,1,0.6,0.0,0.2,1.5
